Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
올해말엔 만원 갔으면,-1,-1_만원_sk_sk바이오팜_갔으면,"['만원', 'sk', 'sk바이오팜', '갔으면', '간다고', '공뇌에게', '공매로', '과감한', '결단으로', '꿈의가격']","['올해말엔 만원 갔으면', '월부터 만원 간다고 했다', '만원']",만원 - sk - sk바이오팜 - 갔으면 - 간다고 - 공뇌에게 - 공매로 - 과감한 - 결단으로 - 꿈의가격,0.0,True
적자 지속 대표이사 책임 지고 해임되어,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
매매동향,2,2_년차_주식_공매도_강조드렸습니다,"['년차', '주식', '공매도', '강조드렸습니다', '공매는', '눈에', '눈에는', '다보입니다', '계속', '마음편히']","['잘들 주무셨죠 주식 년차 차트분석', '주식 년차 눈에는 다보입니다', '주식 년차 올해의 픽 종목']",년차 - 주식 - 공매도 - 강조드렸습니다 - 공매는 - 눈에 - 눈에는 - 다보입니다 - 계속 - 마음편히,0.9793477774153696,False
케미칼 날아가는데,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
아 챠트만 보면 바로 사고 싶다,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
빙부상 공시라니,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
공뇌에게 똥침을 점화한다 폭발적 상승을,-1,-1_만원_sk_sk바이오팜_갔으면,"['만원', 'sk', 'sk바이오팜', '갔으면', '간다고', '공뇌에게', '공매로', '과감한', '결단으로', '꿈의가격']","['올해말엔 만원 갔으면', '월부터 만원 간다고 했다', '만원']",만원 - sk - sk바이오팜 - 갔으면 - 간다고 - 공뇌에게 - 공매로 - 과감한 - 결단으로 - 꿈의가격,0.0,False
공뇌는 바닥에서 깡통을 모아가고 나는 희,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
바닥엑서 흥분된다 물량을 먹고먹어 웃으며,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,0.7693782575749638,False
sk 바이오사이언스 재평가 시작,-1,-1_만원_sk_sk바이오팜_갔으면,"['만원', 'sk', 'sk바이오팜', '갔으면', '간다고', '공뇌에게', '공매로', '과감한', '결단으로', '꿈의가격']","['올해말엔 만원 갔으면', '월부터 만원 간다고 했다', '만원']",만원 - sk - sk바이오팜 - 갔으면 - 간다고 - 공뇌에게 - 공매로 - 과감한 - 결단으로 - 꿈의가격,0.0,False
