Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
상승 전환 가즈아,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,0.9048874499776065,False
어제 만주 매집 기관,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
정유주 다 폭등이다,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
하이닉스보다 배당 GS배당,1,1_gs_ai_요약_배당,"['gs', 'ai', '요약', '배당', '재평가', '주가', '만원', 'gs의', 'gs배당', '몇번']","['AI 요약 GS 년 분기 실적이', 'GS 망 해 라', 'Gs']",gs - ai - 요약 - 배당 - 재평가 - 주가 - 만원 - gs의 - gs배당 - 몇번,0.9642756120871201,False
형들 내가 sk sk하이닉스로 가라고 했잖아,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
애쓴다,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
기관 만주 매수,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
오늘 원 돌파한다,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
Gs 주가 재평가 필요,1,1_gs_ai_요약_배당,"['gs', 'ai', '요약', '배당', '재평가', '주가', '만원', 'gs의', 'gs배당', '몇번']","['AI 요약 GS 년 분기 실적이', 'GS 망 해 라', 'Gs']",gs - ai - 요약 - 배당 - 재평가 - 주가 - 만원 - gs의 - gs배당 - 몇번,1.0,False
주가 누르기 방지법 적용되면,0,0_오늘_시총_실적_만원,"['오늘', '시총', '실적', '만원', '주가', '내일', '너무', '매수', '만주', '위한']","['험난한 시총 조의 길', '진짜 gs 주가 재평가 받아야 된다', '실적 대박났는데 주가 만원 올려놓자']",오늘 - 시총 - 실적 - 만원 - 주가 - 내일 - 너무 - 매수 - 만주 - 위한,1.0,False
